player_name,pitch_type,avg_stuff_plus,pitch_count,total_stuff_plus,total_pitches
"Giolito, Lucas",FF,95.08243436810046,50,95.08243436810045,50
"Henry, Tommy",CU,100.72456671816082,79,94.92843534463852,193
"Henry, Tommy",FF,90.91181798930289,114,94.92843534463852,193
"Fedde, Erick",FC,97.15025531544036,72,94.90499725955318,138
"Fedde, Erick",SI,92.45562483494898,66,94.90499725955318,138
"Keuchel, Dallas",CH,94.95767470735358,87,94.86259546932578,183
"Keuchel, Dallas",SI,94.77642990986313,96,94.86259546932578,183
"González, Chi Chi",CH,94.55787850146059,69,94.82137458325393,782
"González, Chi Chi",CU,92.23939252452575,59,94.82137458325393,782
"González, Chi Chi",FC,98.62725780682368,96,94.82137458325393,782
"González, Chi Chi",FF,93.19599070262822,383,94.82137458325393,782
"González, Chi Chi",SL,97.26523405711485,175,94.82137458325393,782
"Gomber, Austin",CH,91.54878266381601,823,94.7801111948137,4104
"Gomber, Austin",FF,94.02277038686618,1680,94.7801111948137,4104
"Gomber, Austin",KC,89.04438851758842,731,94.7801111948137,4104
"Gomber, Austin",SL,104.11865052287651,870,94.7801111948137,4104
"Widener, Taylor",FF,94.66063179600381,99,94.66063179600381,99
"Assad, Javier",FC,94.45238423862652,53,94.49774815865165,104
"Assad, Javier",SI,94.54489105593268,51,94.49774815865165,104
"Anderson, Ian",CH,95.31486927057122,54,94.44418283318171,142
"Anderson, Ian",FF,93.90989797387454,88,94.44418283318171,142
"Urquidy, José",FF,94.32968181910263,51,94.32968181910263,51
"Senzatela, Antonio",CH,95.39665144655066,134,94.29769752248458,2238
"Senzatela, Antonio",CU,94.61308640384112,139,94.29769752248458,2238
"Senzatela, Antonio",FF,92.17922077574278,1299,94.29769752248458,2238
"Senzatela, Antonio",SL,98.14274619168003,666,94.29769752248458,2238
"Eflin, Zach",CU,94.21984295895595,59,94.21984295895595,59
"Almonte, Yency",CH,97.30018587913797,56,94.19530574451922,479
"Almonte, Yency",FF,92.94118051558833,206,94.19530574451922,479
"Almonte, Yency",SL,91.2817486999056,116,94.19530574451922,479
"Almonte, Yency",ST,98.37797036626468,101,94.19530574451922,479
"Williams, Trevor",FF,93.92172059062997,73,93.92172059062997,73
"Hudson, Dakota",CH,93.35423895861611,97,93.72203926566293,895
"Hudson, Dakota",CU,93.83454339726076,148,93.72203926566293,895
"Hudson, Dakota",FF,84.86238062889574,153,93.72203926566293,895
"Hudson, Dakota",SI,94.89033142138223,265,93.72203926566293,895
"Hudson, Dakota",SL,98.3123684400889,232,93.72203926566293,895
"Seabold, Connor",CH,89.95808161916901,115,93.67997081936673,848
"Seabold, Connor",FF,91.81670068572491,456,93.67997081936673,848
"Seabold, Connor",SL,98.29249225966782,277,93.67997081936673,848
"Doyle, Tommy",FC,97.054740007768,112,93.63599636134276,234
"Doyle, Tommy",FF,90.49747760396878,122,93.63599636134276,234
"Freeland, Kyle",CH,87.07411470636606,605,93.2395808178289,4473
"Freeland, Kyle",FC,94.42193010674171,1011,93.2395808178289,4473
"Freeland, Kyle",FF,92.36646797724039,986,93.2395808178289,4473
"Freeland, Kyle",KC,99.03309907488695,861,93.2395808178289,4473
"Freeland, Kyle",SI,91.66277082558874,1010,93.2395808178289,4473
"Justice, Evan",FF,93.10775626001505,81,93.10775626001505,81
"Davies, Zach",CH,98.25199931166689,65,92.33166774748797,162
"Davies, Zach",SI,88.36443525602786,97,92.33166774748797,162
"Abbott, Andrew",FF,92.29189685264183,52,92.29189685264183,52
"Young, Alex",CH,92.2644460199448,64,92.2644460199448,64
"Boxberger, Brad",FF,91.07207681289,55,91.07207681289,55
"Gonsolin, Tony",FF,90.85741026159906,58,90.85741026159906,58
"Littell, Zack",FF,90.65554495440644,71,90.65554495440644,71
"Paxton, James",FF,90.49894913540665,50,90.49894913540666,50
"Irvin, Cole",FF,89.55119794200601,50,89.55119794200601,50
"Avila, Pedro",FF,88.47968305677959,55,88.47968305677959,55
"Scott, Tayler",SL,88.17576634749311,52,88.17576634749311,52
"Devenski, Chris",CH,85.34412176536397,59,85.34412176536397,59
"Blach, Ty",CH,78.7507663109419,425,83.231489114654,1728
"Blach, Ty",CU,74.6121543013307,150,83.231489114654,1728
"Blach, Ty",FC,85.65158103185803,256,83.231489114654,1728
"Blach, Ty",FF,93.82864977235013,75,83.231489114654,1728
"Blach, Ty",SI,85.40043903368648,822,83.231489114654,1728
"Flexen, Chris",CH,89.06439851643897,78,59.43350448122015,558
"Flexen, Chris",FC,57.281042301186986,178,59.43350448122015,558
"Flexen, Chris",FF,58.183457630926384,252,59.43350448122015,558
"Flexen, Chris",SL,27.172311272677387,50,59.43350448122015,558
